@RELATION knndiffparam
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {amlo,not_amlo,music}

@DATA
0.055186,0.007768,3.020943,0.133824,0.171125,0.383279,0.014563,0.074564,-28.357986,2.309168,0.565093,0.412647,-0.311901,0.304788,0.027728,0.113028,0.065737,0.050908,0.061504,0.078901,-0.083085,0.016116,0.003483,0.030942,0.007480,0.014748,0.007241,0.057683,0.000981,0.007120,0.022091,0.059386,0.007616,0.033287,0.062250,0.009910,0.291984,0.062249,0.026846,0.564918,0.010133,0.106807,3.130990,0.944312,0.760163,0.514347,0.513301,0.450370,0.313350,0.319110,0.288540,0.264735,0.253073,0.243315,0.266933,0.022948,0.005681,0.037149,0.014945,0.015312,0.011962,0.065342,0.002169,0.012841,0.021961,0.051184,0.014838,0.019682,amlo
0.047101,0.005078,3.006900,0.128499,0.174970,0.387507,0.013947,0.066370,-29.233438,2.207136,0.751178,0.495328,0.308909,0.130632,0.083913,0.129038,0.097640,0.067348,-0.114043,0.047783,-0.078651,0.015988,0.003221,0.036090,0.004805,0.015319,0.010769,0.098379,0.000590,0.004776,0.022346,0.048175,0.002326,0.038753,0.047161,0.008476,0.203485,0.042989,0.025524,0.472008,0.011033,0.089601,2.994690,0.928280,0.686707,0.562991,0.639094,0.373173,0.396007,0.297243,0.249629,0.235595,0.265087,0.222587,0.229548,0.023267,0.006427,0.036303,0.007445,0.016816,0.018968,0.083720,0.000721,0.008370,0.021623,0.043108,0.003348,0.020447,amlo
0.028358,0.011431,3.059679,0.097941,0.158734,0.193581,0.017154,0.046343,-27.185887,2.264968,0.268424,0.636959,0.126903,0.376078,0.092857,0.051062,0.083350,0.176521,-0.037855,0.173324,-0.136166,0.010363,0.001423,0.026391,0.006034,0.012749,0.005834,0.066007,0.004328,0.007200,0.015729,0.103788,0.002886,0.043675,0.023586,0.012165,0.219963,0.034455,0.032741,0.246674,0.013747,0.043127,2.159973,0.743549,0.617522,0.552570,0.468335,0.436378,0.296855,0.361445,0.252034,0.253095,0.247200,0.266687,0.283736,0.016067,0.002242,0.032226,0.012668,0.019341,0.011050,0.056666,0.010665,0.009951,0.016041,0.070680,0.003838,0.017168,amlo
0.051143,0.007056,2.953174,0.125589,0.175131,0.340997,0.013957,0.072586,-28.780381,2.354100,0.404175,0.530203,0.077290,0.422868,-0.049323,0.017794,0.096691,0.078294,-0.047602,0.128963,-0.048538,0.012675,0.001322,0.035631,0.007333,0.026051,0.005735,0.082771,0.002081,0.006069,0.020718,0.045726,0.004338,0.034054,0.053590,0.010733,0.271592,0.048952,0.028429,0.429246,0.008258,0.089022,3.504729,0.865614,0.568435,0.524107,0.555642,0.389206,0.268641,0.328035,0.260656,0.243509,0.220557,0.229049,0.249962,0.017746,0.002128,0.032286,0.012375,0.028186,0.010332,0.076256,0.004356,0.009356,0.021032,0.039657,0.009168,0.017250,amlo
0.049465,0.004171,2.961709,0.128776,0.172272,0.365558,0.015211,0.076978,-29.626438,2.320789,0.535211,0.605963,0.102885,0.400677,-0.016738,0.012371,0.148767,0.078332,0.044070,0.186523,-0.043879,0.008641,0.001671,0.037380,0.006413,0.021527,0.004877,0.070881,0.002218,0.010311,0.020224,0.052222,0.003589,0.032605,0.050963,0.007808,0.313595,0.054184,0.033077,0.484989,0.010139,0.096115,3.189266,1.018285,0.866682,0.483682,0.567188,0.432979,0.386211,0.340766,0.244065,0.221791,0.176759,0.196133,0.165046,0.010899,0.002402,0.034564,0.012221,0.023522,0.007238,0.073050,0.004702,0.015925,0.022187,0.052795,0.007085,0.019060,amlo
0.056733,0.004849,2.965398,0.135776,0.170539,0.463086,0.014305,0.092160,-29.377601,1.853820,0.233714,0.430666,-0.079821,0.377394,-0.000069,0.002269,0.039463,-0.066956,-0.024817,0.030017,-0.095737,0.017930,0.002142,0.047965,0.013863,0.019795,0.005836,0.052289,0.002368,0.009143,0.011190,0.044316,0.004893,0.033361,0.050759,0.008050,0.277544,0.056503,0.029651,0.530100,0.009089,0.098823,2.917805,0.820553,0.810434,0.566089,0.545126,0.418271,0.357216,0.337900,0.364507,0.323843,0.361303,0.326836,0.346768,0.027081,0.002266,0.041693,0.028877,0.020363,0.011409,0.057882,0.004003,0.014545,0.016152,0.044154,0.008454,0.015111,amlo
0.049564,0.007470,2.988389,0.123667,0.165847,0.362335,0.014727,0.072849,-27.948688,2.122836,0.395565,0.398673,-0.276739,0.400054,-0.105833,0.152542,0.052886,0.091876,0.001948,0.160054,-0.130962,0.012534,0.003316,0.027832,0.006633,0.017291,0.010297,0.097994,0.002409,0.011172,0.018807,0.032037,0.006462,0.036419,0.051390,0.010143,0.275053,0.055372,0.029010,0.511550,0.010488,0.090651,3.224471,0.924036,0.816867,0.538762,0.625582,0.440689,0.333148,0.303494,0.315074,0.243513,0.232173,0.232315,0.280174,0.016069,0.005141,0.031304,0.011353,0.022527,0.018145,0.096735,0.005616,0.019014,0.019396,0.034515,0.009358,0.023775,amlo
0.050563,0.005356,2.987153,0.121402,0.162936,0.348079,0.014911,0.080490,-27.470281,2.115910,0.099400,0.525074,-0.283053,0.429431,0.057107,0.011645,0.170488,0.143654,0.032694,0.194695,-0.081323,0.010242,0.002109,0.026509,0.008516,0.016784,0.008300,0.052883,0.002279,0.011684,0.018342,0.052490,0.005650,0.027730,0.049426,0.006190,0.275211,0.052186,0.028960,0.495320,0.009040,0.090058,2.763265,0.827581,0.894401,0.573449,0.621932,0.480176,0.372255,0.345338,0.296554,0.285368,0.231204,0.246678,0.231829,0.018035,0.002602,0.033117,0.013491,0.021741,0.017974,0.049370,0.004105,0.016898,0.018376,0.048482,0.008163,0.016285,amlo
0.027364,0.004372,3.043399,0.104783,0.167360,0.177947,0.016162,0.037922,-28.586710,2.595867,0.531507,0.628065,-0.183433,0.362447,0.073561,0.099768,0.100130,0.146633,0.047987,0.106581,0.011252,0.010089,0.001302,0.029406,0.007064,0.028978,0.007714,0.158942,0.000547,0.008182,0.013370,0.032446,0.003796,0.048964,0.026608,0.005717,0.143826,0.044310,0.029245,0.279978,0.012123,0.049015,2.132609,0.676874,0.562708,0.501642,0.533100,0.413621,0.296249,0.252017,0.277873,0.222417,0.246360,0.208775,0.205411,0.012982,0.001737,0.026146,0.014315,0.025397,0.015110,0.099478,0.000691,0.015079,0.017174,0.020825,0.008098,0.023589,amlo
0.045962,0.012176,2.959617,0.119036,0.161855,0.325504,0.015789,0.067958,-26.859068,2.049627,0.490345,0.386924,-0.375689,0.179449,0.103491,0.069454,0.128162,-0.014917,0.091162,-0.000134,-0.096074,0.015248,0.005398,0.041921,0.010872,0.016213,0.005633,0.067154,0.001447,0.009983,0.024224,0.036014,0.006884,0.033148,0.043190,0.014987,0.296615,0.046674,0.030675,0.416932,0.009129,0.073845,3.172241,0.860321,0.849009,0.491671,0.595293,0.411504,0.375852,0.389647,0.300364,0.254670,0.248235,0.303587,0.259112,0.021392,0.010842,0.051244,0.022383,0.019230,0.008006,0.079602,0.003086,0.018909,0.026658,0.035604,0.011777,0.019544,amlo
0.042160,0.011424,2.926481,0.126493,0.174859,0.300437,0.019085,0.056189,-29.386683,2.352091,0.891054,0.401404,0.007899,0.471290,0.101447,0.176038,0.109881,-0.014503,0.167955,0.008616,0.034539,0.016421,0.003601,0.087766,0.005389,0.018043,0.006124,0.061629,0.000988,0.002859,0.013935,0.070289,0.006499,0.045716,0.041776,0.021977,0.308757,0.046861,0.030797,0.372059,0.011975,0.073522,3.453375,0.718610,0.564407,0.612465,0.578907,0.438797,0.292800,0.252685,0.263991,0.244599,0.278282,0.286385,0.299516,0.033261,0.008860,0.071620,0.010554,0.021230,0.012800,0.061557,0.002227,0.006684,0.022920,0.053118,0.016180,0.017647,amlo
0.026720,0.012263,3.045611,0.110507,0.175819,0.220414,0.017421,0.041352,-27.713728,2.839902,0.778149,0.264821,-0.168205,0.273315,0.210464,0.247829,0.143135,0.085098,0.189230,0.149193,0.045542,0.006681,0.005000,0.031250,0.006136,0.014268,0.006769,0.067599,0.001007,0.008626,0.024453,0.091458,0.003678,0.038698,0.026547,0.015422,0.188292,0.041155,0.031367,0.383528,0.011889,0.060325,2.756776,0.764645,0.666289,0.498869,0.607220,0.394246,0.368465,0.291092,0.250680,0.199972,0.234234,0.185808,0.177592,0.008167,0.010403,0.031289,0.009207,0.011395,0.013224,0.059502,0.002144,0.016681,0.029146,0.067134,0.005641,0.018209,amlo
0.038453,0.005446,2.892989,0.111897,0.174499,0.219166,0.018289,0.048575,-28.981055,2.871907,0.456654,0.339017,-0.125266,0.157071,0.049479,0.258640,0.019000,0.047994,0.085916,0.125530,-0.081961,0.022486,0.004445,0.035475,0.005889,0.024998,0.015093,0.076921,0.000747,0.003995,0.019103,0.048236,0.009713,0.034482,0.042942,0.009557,0.343517,0.045531,0.031490,0.368178,0.011871,0.074655,3.038301,0.794323,0.755222,0.635627,0.535475,0.472409,0.330551,0.327381,0.230102,0.241752,0.227377,0.235047,0.255838,0.030556,0.007754,0.037423,0.008310,0.027071,0.021487,0.069827,0.001253,0.006183,0.022325,0.039858,0.013694,0.015651,amlo
0.037405,0.013294,3.016022,0.109343,0.163558,0.266194,0.017293,0.053820,-26.939782,2.703597,0.981100,0.201127,-0.227011,0.300358,0.118666,-0.020970,0.020927,0.034432,0.076546,0.082863,-0.190658,0.026486,0.004074,0.047546,0.008260,0.019053,0.009651,0.058887,0.002441,0.005725,0.023650,0.045420,0.005274,0.031255,0.038337,0.016947,0.196390,0.046917,0.031577,0.411968,0.011348,0.070518,2.470493,0.706589,0.750224,0.553790,0.615677,0.517434,0.384368,0.325049,0.245815,0.244819,0.248141,0.253716,0.202175,0.034578,0.008738,0.037996,0.010432,0.019586,0.016941,0.049277,0.005863,0.010139,0.025858,0.034270,0.007489,0.012917,amlo
0.009741,0.010281,3.266102,0.028929,0.037973,0.129917,0.011618,0.012795,-45.417627,0.539577,-0.014205,-0.009392,-0.046289,-0.052190,-0.072296,0.008327,0.060136,0.054967,0.022699,-0.023666,-0.033599,0.003526,0.000890,0.004804,0.004178,0.136471,0.001106,0.004414,0.000269,0.001569,0.008377,0.009705,0.004088,0.042051,0.011055,0.013485,0.073314,0.010017,0.003688,0.097736,0.038920,0.021656,0.387513,0.102701,0.077472,0.081885,0.058002,0.055477,0.085787,0.031685,0.068980,0.089311,0.069007,0.051376,0.032653,0.003734,0.000865,0.004410,0.005451,0.003309,0.001327,0.004074,0.000252,0.001831,0.010026,0.009761,0.006027,0.002727,amlo
0.032319,0.011737,3.026312,0.103002,0.166085,0.138014,0.013672,0.035980,-26.721829,3.163172,-0.202914,-0.089099,-0.160953,0.116771,-0.066344,0.081795,0.093280,0.019829,-0.046139,-0.055618,-0.105431,0.021884,0.008296,0.030905,0.022288,0.024019,0.012260,0.028789,0.002365,0.009521,0.024683,0.029799,0.010562,0.021850,0.017909,0.018631,0.232064,0.029031,0.025570,0.170682,0.010470,0.028094,1.551930,0.542293,0.489820,0.422639,0.270806,0.264327,0.275013,0.239407,0.228988,0.239069,0.247145,0.238064,0.236264,0.020974,0.012697,0.024294,0.024228,0.020607,0.019211,0.024528,0.003213,0.011894,0.021150,0.026307,0.017761,0.008325,amlo
0.048725,0.012388,3.036850,0.116539,0.169574,0.298482,0.011254,0.061933,-27.227079,3.140894,-0.043159,-0.081870,-0.053072,0.170713,-0.021860,0.125214,0.032660,0.014669,-0.011045,0.003439,-0.026932,0.020538,0.008112,0.033299,0.021871,0.040504,0.014711,0.032881,0.002984,0.008550,0.014384,0.026392,0.010051,0.023486,0.039511,0.018943,0.245909,0.041379,0.024167,0.398216,0.008864,0.068997,1.591937,0.691076,0.417140,0.347365,0.316842,0.316933,0.234634,0.243770,0.177300,0.192668,0.155599,0.165761,0.143365,0.020521,0.011592,0.028570,0.022373,0.034361,0.020012,0.021015,0.004421,0.013630,0.011661,0.021950,0.016542,0.008620,amlo
0.036842,0.007674,2.952553,0.102097,0.165779,0.183790,0.010180,0.047123,-26.969012,3.256556,-0.175131,0.061077,0.048667,0.266737,-0.006693,0.099949,0.099504,0.040146,-0.046368,0.086971,-0.057344,0.017317,0.006457,0.043845,0.018981,0.046376,0.010352,0.039670,0.003132,0.005373,0.013974,0.036211,0.005944,0.023792,0.029146,0.012225,0.343019,0.035801,0.026402,0.334012,0.006775,0.060269,1.608901,0.667747,0.461684,0.411112,0.318315,0.240831,0.184954,0.234751,0.145556,0.179261,0.139840,0.152063,0.140745,0.015341,0.006599,0.027690,0.017208,0.027276,0.009948,0.024977,0.005796,0.004726,0.016187,0.026118,0.005929,0.006724,amlo
0.024782,0.008414,2.906666,0.100043,0.176741,0.066309,0.012818,0.020726,-27.241094,3.488536,0.025783,0.404538,0.378712,0.299319,0.126488,0.089481,0.124274,0.066051,-0.058153,0.048256,-0.057218,0.015519,0.003096,0.071994,0.010563,0.033702,0.006475,0.069629,0.003518,0.004398,0.018383,0.047351,0.002337,0.032408,0.011214,0.009000,0.287034,0.022491,0.020706,0.080422,0.006528,0.015890,1.541370,0.387783,0.616758,0.401473,0.349140,0.215580,0.190191,0.206059,0.183550,0.175773,0.164986,0.138168,0.151989,0.014743,0.004743,0.040838,0.009793,0.024481,0.008488,0.045266,0.009233,0.005394,0.013754,0.033907,0.003545,0.010904,amlo
0.033094,0.007625,3.075579,0.104013,0.168703,0.144730,0.008268,0.036597,-28.173236,3.159349,-0.126361,0.054673,0.034199,0.214943,-0.023026,0.163459,0.086151,0.043833,-0.037100,0.035374,-0.034832,0.024125,0.006609,0.050783,0.016913,0.025981,0.008703,0.044975,0.002191,0.008411,0.017502,0.032976,0.007500,0.022942,0.017006,0.012707,0.141753,0.027182,0.027117,0.169711,0.005378,0.028205,1.653426,0.509464,0.478718,0.270746,0.275917,0.195498,0.173128,0.170546,0.150404,0.129797,0.147760,0.146935,0.137072,0.018650,0.009420,0.029095,0.013601,0.017626,0.008714,0.027870,0.003432,0.008603,0.011578,0.024597,0.010083,0.006942,amlo
0.026996,0.006882,2.946672,0.094117,0.166320,0.073056,0.011122,0.025009,-27.235856,3.244248,-0.250368,0.179224,0.141659,0.302189,0.033006,0.089477,0.034113,0.090189,0.006612,0.116836,-0.013532,0.016394,0.004304,0.068875,0.013097,0.032936,0.006926,0.051150,0.005623,0.010556,0.012734,0.037414,0.006380,0.028661,0.009949,0.009682,0.303088,0.018830,0.021479,0.054590,0.005996,0.009754,1.612458,0.481437,0.525467,0.426300,0.331200,0.290566,0.228431,0.268952,0.214732,0.184467,0.167554,0.166261,0.175895,0.016350,0.006020,0.042068,0.012886,0.019004,0.006802,0.037463,0.011343,0.011396,0.011767,0.032385,0.010714,0.011010,amlo
0.035408,0.008304,2.948831,0.099705,0.160759,0.190037,0.011059,0.046325,-27.142671,3.172996,-0.279470,0.122144,0.007053,0.218548,0.043406,0.127883,0.044651,-0.020417,-0.023974,0.038550,-0.047030,0.026415,0.008231,0.059479,0.015745,0.023546,0.009394,0.044167,0.003016,0.009402,0.012522,0.036189,0.005268,0.025860,0.023912,0.010806,0.241243,0.031411,0.025050,0.251227,0.005957,0.047191,1.433955,0.535988,0.390247,0.403357,0.326354,0.234561,0.189514,0.214508,0.196329,0.148506,0.152419,0.177343,0.152253,0.027876,0.012195,0.035588,0.017035,0.015195,0.009112,0.036085,0.005681,0.008818,0.011175,0.030399,0.004487,0.011039,amlo
0.024188,0.008656,2.939958,0.085671,0.155696,0.073007,0.009529,0.027750,-27.377125,3.235725,-0.383619,0.113197,0.162838,0.284092,0.017519,0.001221,0.022578,0.117675,-0.080546,0.043385,-0.011310,0.015649,0.004293,0.052164,0.014449,0.023267,0.011597,0.057895,0.005319,0.007308,0.018969,0.042625,0.004704,0.026044,0.009197,0.013589,0.319304,0.023013,0.029991,0.085575,0.004513,0.012255,1.662763,0.403777,0.470710,0.336271,0.308142,0.222916,0.180788,0.192716,0.197838,0.197848,0.160708,0.157319,0.138135,0.013082,0.006004,0.032434,0.013253,0.016078,0.010786,0.032676,0.009338,0.007135,0.014691,0.032107,0.004662,0.007916,amlo
0.027554,0.004296,2.988191,0.096822,0.165262,0.082818,0.013036,0.027550,-29.853987,3.265279,-0.253505,-0.233216,-0.069642,0.220162,0.031074,0.186571,-0.005544,0.034164,-0.046548,0.116701,0.014071,0.017307,0.005439,0.047949,0.024498,0.028507,0.015013,0.040064,0.004611,0.006802,0.016439,0.026347,0.005314,0.026342,0.009755,0.008201,0.257138,0.026692,0.032360,0.090532,0.007737,0.011348,1.717076,0.570012,0.579153,0.392207,0.329329,0.271524,0.238997,0.245577,0.208551,0.198276,0.169684,0.173966,0.186215,0.019998,0.008897,0.038032,0.028880,0.022834,0.017133,0.028447,0.011113,0.009382,0.021189,0.027473,0.006489,0.009987,amlo
0.030830,0.011394,3.008724,0.107158,0.178104,0.096313,0.013059,0.028294,-27.537487,3.284884,-0.427595,-0.104285,0.025855,0.077819,0.079908,0.146602,0.052210,0.042896,-0.030749,0.032104,-0.056218,0.020124,0.013184,0.049789,0.013189,0.026638,0.010616,0.043926,0.003022,0.011002,0.015591,0.032208,0.005764,0.027063,0.012448,0.016323,0.224478,0.022384,0.022427,0.110983,0.008299,0.017464,1.844652,0.463363,0.536747,0.429174,0.408713,0.341757,0.237911,0.235451,0.178447,0.229776,0.174536,0.213859,0.202482,0.023338,0.020588,0.039219,0.012173,0.025395,0.010789,0.037076,0.004995,0.016600,0.018141,0.027150,0.007909,0.009873,amlo
0.024673,0.012426,2.985695,0.097547,0.171214,0.081730,0.013629,0.024882,-26.761830,3.435970,0.131232,-0.152953,-0.081199,0.122229,0.055392,0.285406,0.114359,0.089199,-0.051253,0.028351,-0.036531,0.021054,0.012434,0.048295,0.012980,0.026218,0.009522,0.050102,0.002459,0.007126,0.016178,0.040193,0.009846,0.028379,0.010400,0.013079,0.266487,0.026207,0.028485,0.088371,0.007869,0.016070,1.784053,0.594867,0.500717,0.454609,0.304318,0.203744,0.193408,0.220281,0.214784,0.186382,0.168140,0.153923,0.162838,0.024435,0.018927,0.036344,0.015543,0.022731,0.011840,0.039677,0.004581,0.010379,0.017243,0.032636,0.018613,0.009861,amlo
0.015209,0.009689,2.861472,0.078209,0.160716,0.030910,0.017104,0.016225,-27.663424,3.745174,0.248583,0.370586,0.205664,0.246738,0.103526,0.164121,0.055074,0.013648,-0.018454,0.077094,-0.020757,0.016464,0.001914,0.067259,0.012407,0.043103,0.005324,0.070347,0.000719,0.003224,0.019509,0.050797,0.004640,0.034938,0.005638,0.010930,0.260760,0.025735,0.033423,0.028959,0.008442,0.006438,1.512625,0.522249,0.478152,0.342669,0.260205,0.243288,0.221160,0.198283,0.171851,0.170826,0.144953,0.158617,0.149380,0.020686,0.002603,0.042208,0.014657,0.030405,0.004927,0.043313,0.000998,0.004437,0.017587,0.034933,0.007243,0.009624,amlo
0.039955,0.006010,2.973504,0.112098,0.175960,0.179123,0.013811,0.041724,-28.435075,3.170758,-0.195724,0.137036,0.208382,0.221799,0.115543,0.060620,-0.020128,0.115862,-0.014695,0.004077,-0.043810,0.016944,0.004459,0.054796,0.010070,0.025770,0.008620,0.057260,0.003910,0.008058,0.019651,0.044226,0.002874,0.029546,0.035993,0.010463,0.244565,0.037015,0.021720,0.323144,0.008576,0.058897,1.718741,0.594925,0.647366,0.410923,0.301582,0.199421,0.192363,0.239489,0.188881,0.192822,0.204563,0.185708,0.156154,0.022441,0.007989,0.039435,0.010328,0.023065,0.010123,0.047095,0.005799,0.008627,0.022592,0.033981,0.003905,0.011697,amlo
0.026783,0.012921,2.938280,0.103172,0.180622,0.087095,0.013132,0.022514,-26.948348,3.650236,0.274915,0.116591,0.045258,0.152476,0.108452,0.206783,0.145002,0.013160,-0.035900,0.044668,-0.016971,0.015013,0.003745,0.059070,0.012461,0.030193,0.006907,0.059150,0.001557,0.007518,0.025705,0.050954,0.003275,0.030630,0.015082,0.012645,0.263716,0.026088,0.028287,0.112903,0.006505,0.019688,1.583357,0.553065,0.575626,0.471048,0.312994,0.240731,0.224370,0.169186,0.170922,0.184761,0.153416,0.159620,0.137206,0.014992,0.005254,0.041835,0.013311,0.023899,0.008303,0.041819,0.003898,0.011408,0.024470,0.035776,0.004118,0.010938,amlo
0.050422,0.010118,2.940263,0.144929,0.201881,0.209205,0.008907,0.031842,-26.028188,3.074075,-0.017316,0.041061,0.006495,0.096033,0.090023,0.135508,0.064491,0.079147,0.032605,0.091215,0.033759,0.018641,0.005771,0.067225,0.012070,0.023933,0.011114,0.055058,0.001710,0.008165,0.014544,0.038841,0.007806,0.029206,0.022205,0.010643,0.267592,0.028443,0.016948,0.208083,0.005013,0.028227,1.125242,0.523232,0.555918,0.427485,0.349926,0.226110,0.205906,0.233443,0.203892,0.202344,0.165208,0.167030,0.147218,0.018366,0.011105,0.041901,0.012538,0.018527,0.009934,0.044097,0.001869,0.010153,0.013529,0.033730,0.013662,0.010759,amlo
0.024315,0.018691,2.946529,0.093181,0.165306,0.091719,0.014159,0.025554,-26.168660,3.209377,0.153420,-0.043783,-0.059961,0.242673,0.027487,0.175566,-0.007369,0.174908,-0.002125,0.117701,0.003951,0.012314,0.005039,0.049166,0.015581,0.036127,0.011064,0.039029,0.006071,0.011051,0.022054,0.029462,0.004544,0.027078,0.014533,0.020904,0.339178,0.027241,0.032868,0.148887,0.009301,0.021936,1.776585,0.496355,0.559831,0.522970,0.377136,0.321400,0.249447,0.234114,0.193335,0.205192,0.168873,0.172038,0.169140,0.016345,0.007329,0.034972,0.019793,0.023207,0.016194,0.035004,0.011991,0.016024,0.023948,0.026192,0.007337,0.009074,amlo
0.015599,0.017646,2.787588,0.084804,0.166249,0.054558,0.014511,0.014773,-26.709037,3.464972,0.449261,0.570991,0.263231,0.247034,0.129448,0.200985,0.127804,0.042309,-0.036234,0.026884,-0.011566,0.013629,0.002581,0.083263,0.009072,0.030093,0.004056,0.082373,0.000546,0.002156,0.019148,0.065998,0.002295,0.038067,0.008037,0.019479,0.265024,0.028669,0.035716,0.053172,0.007360,0.007844,0.988262,0.553844,0.398862,0.267665,0.198631,0.187186,0.170031,0.201091,0.155500,0.154561,0.137159,0.141013,0.117843,0.011686,0.005627,0.037189,0.008597,0.020846,0.004008,0.049858,0.000701,0.002208,0.015927,0.042830,0.004542,0.009300,amlo
0.066919,0.005344,3.137884,0.126894,0.151550,0.546549,0.012437,0.111370,-26.212623,1.469786,-0.012363,0.394789,-0.218969,0.145226,-0.029027,0.178498,-0.150905,-0.017720,-0.011568,0.074939,-0.198567,0.021831,0.005498,0.029666,0.013918,0.014001,0.006849,0.033184,0.005180,0.006801,0.017228,0.030395,0.007392,0.018979,0.048367,0.006478,0.174946,0.049937,0.026009,0.460902,0.031887,0.086820,1.970851,0.493359,0.507273,0.348800,0.251194,0.286385,0.225118,0.234193,0.198194,0.197506,0.237217,0.221977,0.251223,0.022511,0.006661,0.023258,0.013015,0.015469,0.006383,0.024218,0.007046,0.006890,0.017129,0.024134,0.010629,0.008881,amlo
0.042695,0.005933,3.130828,0.112051,0.157407,0.309566,0.006042,0.062704,-25.854405,1.909885,0.077581,0.270770,-0.064666,-0.064545,0.043577,0.285852,-0.103970,-0.105115,0.019763,0.122224,-0.037768,0.012688,0.005839,0.041085,0.018024,0.020112,0.011969,0.046390,0.002009,0.010106,0.013221,0.040595,0.003928,0.024072,0.009909,0.006690,0.135567,0.017089,0.020794,0.164422,0.003743,0.024885,0.811567,0.407083,0.516533,0.320038,0.257924,0.263265,0.212063,0.194978,0.179975,0.200640,0.187511,0.150783,0.192350,0.011091,0.007306,0.030920,0.014981,0.018333,0.012594,0.028399,0.003067,0.010946,0.013551,0.030733,0.003843,0.008839,amlo
0.065640,0.004858,3.113938,0.128754,0.157983,0.499079,0.006299,0.101071,-26.091361,1.536567,0.047729,0.489328,-0.218028,0.069989,-0.085214,0.168245,-0.155951,-0.001126,-0.002748,0.141240,-0.056249,0.012312,0.006644,0.026294,0.014032,0.017633,0.014965,0.035903,0.003591,0.010778,0.013006,0.031676,0.007211,0.018920,0.049959,0.006531,0.175195,0.046116,0.023290,0.479910,0.003397,0.085287,1.111241,0.468614,0.528744,0.339985,0.291054,0.235819,0.278592,0.227767,0.189139,0.224567,0.165510,0.187737,0.147861,0.009545,0.010251,0.018034,0.011870,0.016052,0.018716,0.026661,0.007545,0.010487,0.011352,0.026325,0.009482,0.008746,amlo
0.051824,0.006031,3.139080,0.103407,0.140573,0.301335,0.006533,0.075544,-25.754161,1.361008,-0.411239,0.666921,-0.077587,0.094603,-0.016251,0.082246,-0.080894,0.116097,-0.121059,0.182105,-0.072542,0.013454,0.006687,0.024457,0.015273,0.015173,0.006482,0.028238,0.007512,0.011686,0.013802,0.030266,0.007517,0.017022,0.026828,0.008006,0.122803,0.024617,0.021153,0.229639,0.003545,0.038469,1.278373,0.609005,0.558229,0.314691,0.314413,0.254887,0.222985,0.246810,0.183182,0.228809,0.233865,0.179383,0.195851,0.015083,0.010420,0.018148,0.013678,0.014529,0.007381,0.019089,0.010932,0.012814,0.012942,0.025227,0.013580,0.006919,amlo
